Winery,Wine Name,Vintage,Appellation,Country,Class Nam,Price,Medal
Mettler Family Vineyards,Estate Cabernet Sauvignon,2019,Lodi,USA,Cabernet Sauvignon,25,S
Mettler Family Vineyards,Gig 4| Copacetic Zinfandel,NV,Lodi,USA,Non-Bordeaux Blend<$25,20,S
Mettler Family Vineyards,Estate Petite Sirah,2019,Lodi,USA,Petite Sirah,25,S
Mettler Family Vineyards,Estate Albariño,2020,Lodi,USA,Spanish / Argentine/ Portugese White Varietals,20,S
Michiamo,Pinot Grigio,2020,Garda DOC,Italy,Pinot Gris/ Pinot Grigio,17,B
Middle Sister,Sweet '&' Savvy Moscato,NV,California,USA,Muscat,12,G
Mikami Vineyards,Zinfandel,2019,Lodi,USA,Zinfandel,39,G
Mikami Vineyards,Petite Sirah,2019,Lodi,USA,Petite Sirah,35,S
Milbrandt Vineyards,Pinot Grigio,2020,Columbia Valley,USA,Pinot Gris/ Pinot Grigio,15,B
Milbrandt Vineyards,Estate Cabernet Sauvignon,2018,Wahluke slope,USA,Cabernet Sauvignon,27,G
Milbrandt Vineyards,Single Vineyard Series Cabernet Sauvignon,2017,Wahluke slope,USA,Cabernet Sauvignon,45,G
Milbrandt Vineyards,Sentinel Premium Bordeaux Blend,2018,Wahluke slope,USA,Premium Bordeaux Blend >$25,50,G
Milbrandt Vineyards,Cabernet Sauvignon,2019,Columbia Valley,USA,Cabernet Sauvignon,18,S
Milbrandt Vineyards,Chardonnay,2020,Columbia Valley,USA,Chardonnay,15,S
Miles From Nowhere,Best Cabernet Sauvignon,2019,Margaret River,Australia,Cabernet Sauvignon,32,B
Miles From Nowhere,Sauvignon Blanc,2021,Margaret River,Australia,Sauvignon Blanc,18,B
Miles From Nowhere,Best Chardonnay,2020,Margaret River,Australia,Chardonnay,32,GG
Miles From Nowhere,Rosé,2021,Margaret River,Australia,Rosé,18,GG
Miles From Nowhere,Chardonnay,2021,Margaret River,Australia,Chardonnay,18,S
Miles From Nowhere,Red Blend,2020,Margaret River,Australia,Non-Bordeaux Blend<$25,18,S
Miles From Nowhere,White Blend,2021,Margaret River,Australia,Sauvignon Blanc / Semillon Blends,18,S
Miles From Nowhere,Shiraz,2020,Margaret River,Australia,Syrah / Shiraz,18,S
Miluse Sarayova Winery,Hibernal,2020,Velke Nemcice,Czech Republic,Late Harvest Hybrid White,25,B
Mimosa Royale,Orange and Grape Wine,2020,Sonoma/Napa County,USA,Fruit '&' Grape Blend,5,B
Mimosa Royale,Berry and Grape Wine,2020,Sonoma/Napa County,USA,Fruit '&' Grape Blend,5,B
Mimosa Royale,Mango and Grape Wine,2020,Sonoma/Napa County,USA,Fruit '&' Grape Blend,5,S
Mimosa Royale,Apple and Grape Wine,2020,Sonoma/Napa County,USA,Fruit '&' Grape Blend,5,S
Mind '&' Body,Premium Low Calorie Cabernet Sauvignon,2018,California,USA,Cabernet Sauvignon,14,B
Mind '&' Body,Rosé,2020,California,USA,Rosé,14,B
Mind '&' Body,Pinot Grigio,2020,California,USA,Pinot Gris/ Pinot Grigio,14,S
Mirassou Winery,Cabernet Sauvignon,2019,California,USA,Cabernet Sauvignon,12,B
Mirassou Winery,Pinot Grigio,2020,California,USA,Pinot Gris/ Pinot Grigio,12,G
Mirassou Winery,Chardonnay,2018,California,USA,Chardonnay,12,S
Mirassou Winery,Merlot,2018,California,USA,Merlot,12,S
Miro Cellars,Zinfandel,2019,Dry Creek Valley| Sonoma County,USA,Zinfandel,22,B
Miro Cellars,Petite Sirah,2019,Dry Creek Valley| Sonoma County,USA,Petite Sirah,28,GG
Miro Cellars,Old Vines Cabernet Sauvignon,2019,Dry Creek Valley| Sonoma County,USA,Cabernet Sauvignon,34,S
Miro Cellars,Reserve Cabernet Sauvignon,2019,Pine Mountain-Cloverdale Peakl,USA,Cabernet Sauvignon,46,S
Miro Cellars,Reserve Petite Sirah,2018,Dry Creek Valley| Sonoma County,USA,Petite Sirah,38,S
Mission Hill Family Estate,Terroir Collection Vista's Edge Cabernet Franc,2019,Okanagan Valley BC VQA,Canada,Cabernet Franc,60,B
Mission Hill Family Estate,Reserve Pinot Noir,2019,Okanagan Valley BC VQA,Canada,Pinot Noir,30,B
Mission Hill Family Estate,Reserve Riesling,2020,Okanagan Valley BC VQA,Canada,Riesling 6% or above,22,B
Mission Hill Family Estate,Terroir Collection Sauvignon Blanc Semillon,2020,Okanagan Valley BC VQA,Canada,Sauvignon Blanc / Semillon Blends,35,B
Mission Hill Family Estate,Reserve Merlot,2019,Okanagan Valley BC VQA,Canada,Merlot,28,G
Mission Hill Family Estate,Reserve Pinot Gris,2020,Okanagan Valley BC VQA,Canada,Pinot Gris/ Pinot Grigio,22,G
Mission Hill Family Estate,Reserve Sauvignon Blanc,2020,Okanagan Valley BC VQA,Canada,Sauvignon Blanc,22,S
Mission Hill Family Estate,Reserve Syrah,2019,Okanagan Valley BC VQA,Canada,Syrah / Shiraz,27,S
Mockingbird Hill,Dr JWD Bain Riesling,2021,Clare Valley,Australia,Riesling .7% or below,26,S
Mockingbird Hill,Shiraz,2020,Clare Valey,Australia,Syrah / Shiraz,20,S
Mockingbird Hill,Dr JWD Bain Shiraz,2020,Clare Valley,Australia,Syrah / Shiraz,26,S
Molon Lave Vineyards,Chambourcin,2018,Fauquier County,USA,Hybrid Red Varietal,39,G
Molon Lave Vineyards,Ruby Port,2014,Fauquier County,USA,Ruby Port,48,G
Mon Frere,Vintner's Selection Chardonnay,2019,California,USA,Chardonnay,13,B
Mon Frere,Vintner's Selection Pinot Noir,2019,American Canyon,USA,Pinot Noir,15,B
Mon Frere,Vintner's Selection Cabernet Sauvignon,2018,California,USA,Cabernet Sauvignon,15,S
Morambro Creek,Cabernet Sauvignon,2020,Padthaway,Australia,Cabernet Sauvignon,26,B
Morambro Creek,Shiraz,2019,Padthaway,Australia,Syrah / Shiraz,26,S
Mr. Riggs,The Gaffer Shiraz,2020,McLaren Vale,Australia,Syrah / Shiraz,25,G
Mr. Riggs,The Chap Cabernet Shiraz,2016,McLaren Vale,Australia,Cabernet / Shiraz or Syrah Blends,100,S
Mr. Riggs,JFR Shiraz,2019,McLaren Vale,Australia,Syrah / Shiraz,50,S
Mt. Beautiful,Chardonnay,2018,North Canterbury,New Zealand,Chardonnay,24,B
Mt. Beautiful,Pinot Noir,2018,North Canterbury,New Zealand,Pinot Noir,28,S
Mt. Beautiful,Riesling,2018,North Canterbury,New Zealand,Riesling 0.71% r.s. or above,23,S
Mt. Monster,Estate Shiraz,2019,Limestone Coast,Australia,Syrah / Shiraz,13,B
Mt. Monster,Chardonnay,2021,Limestone Coast,Australia,Chardonnay,13,S
Munselle Vineyards,Chardonnay,2017,Alexander Valley,USA,Chardonnay,35,B
Munselle Vineyards,Zinfandel,2018,Alexander Valley,USA,Zinfandel,28,B
Munselle Vineyards,Cabernet Sauvignon,2016,Alexander Valley,USA,Cabernet Sauvignon,65,S
Mystory,Cabernet Sauvignon,2018,Paso Robles,USA,Cabernet Sauvignon,17,B
Mystory,Chardonnay,2020,Paso Robles,USA,Chardonnay,17,B
Mystory,Bourbon Barrel Aged Malbec,2018,Paso Robles,USA,Malbec,22,B
Mystory,Red Blend,2018,Paso Robles,USA,Non-Bordeaux Blend<$25,17,S
Ménage à Trois,Cabernet Sauvignon,2019,North Coast| CA,USA,Cabernet Sauvignon,14,B
Ménage à Trois,Silk Red Blend,2019,California,USA,Non-Bordeaux Blend<$25,14,B
Ménage à Trois,Chardonnay,2020,California,USA,Pinot Gris/ Pinot Grigio,12,B
Ménage à Trois,Limelight Pinot Grigio,2019,California,USA,Pinot Gris/ Pinot Grigio,12,B
Ménage à Trois,Decadence Chardonnay,2019,California,USA,Cabernet Sauvignon,14,G
Ménage à Trois,Moscato,2020,California,USA,Muscat,12,G
Ménage à Trois,Midnight Red Blend,2019,California,USA,Non-Bordeaux Blend<$25,14,G
Ménage à Trois,Caliornia Red Blend,2019,California,USA,Non-Bordeaux Blend<$25,14,G
Ménage à Trois,White Blend,2020,California,USA,Other Chardonnay Blend,12,GG
Ménage à Trois,Bourbon Barrel Cabernet Sauvignon,2018,California,USA,Cabernet Sauvignon,15,S
Ménage à Trois,Chardonnay,2019,Central Coast| CA,USA,Chardonnay,12,S
Ménage à Trois,Gold Chardonnay,2019,California,USA,Chardonnay,12,S
Ménage à Trois,Laavish Merlot,2019,California,USA,Merlot,14,S
Ménage à Trois,Sweet Collection Moscato,2019,California,USA,Muscat,14,S
Ménage à Trois,Luscious Pinot Noir,2018,California,USA,Pinot Noir,14,S
Ménage à Trois,Prosecco,2019,California,Italy,Prosecco,14,S
Ménage à Trois,Bouquet Rosé,2020,California,USA,Rosé,12,S
Ménage à Trois,Sweet Rosé,NV,California,USA,Rosé,14,S
Ménage à Trois,Sultry Red Blend,NV,California,USA,Sweet Red,14,S
Nami,Junmai Yamada Nishiki,2021,Culiacan Sinaloa,México,Saké,28,B
Nami,Junmai Gingo Yamada Nishiki,2021,Culiacan Sinaloa,México,Saké,40,G
Nami,Junmai Daiginjo Yamada Nishiki,2021,Culiacan Sinaloa,México,Saké,55,S
Napa Cut,Cabernet Sauvignon,2019,Napa Valley,USA,Cabernet Sauvignon,40,S
Narmada Winery,Cabernet Sauvignon,2019,Virginia,USA,Cabernet Sauvignon,42,B
Narmada Winery,Viognier,2020,Virginia,USA,Viognier,30,B
Narmada Winery,Petit Verdot,2019,Virginia,USA,Petit Verdot,45,S
Narmada Winery,YASH-VR Premium Bordeaux Blend,2017,Virginia,USA,Premium Bordeaux Blend >$25,50,S
Nassau Valley Vineyards,Peach Wine,NV,Delaware,USA,Fruit Wine,18,B
Nassau Valley Vineyards,Chambourcin,NV,Delaware,USA,Hybrid Red Varietal,19,S
Nassau Valley Vineyards,White Blend,NV,Delaware,USA,Hybrid White Blend,15,S
Navarro Vineyards,Blanc de Noir,2020,Anderson Valley,USA,Other White Varietal .7% or below,29,B
Navarro Vineyards,Methode a l'Ancienne Pinot Noir,2020,Anderson Valley,USA,Pinot Noir,35,B
Navarro Vineyards,Pinot Noir,2020,Anderson Valley,USA,Pinot Noir,25,B
Navarro Vineyards,Riesling,2020,Anderson Valley,USA,Riesling .7% or below,24,B
Navarro Vineyards,Estate Bottled Gewurztraminer,2020,Anderson Valley,USA,Gewürztraminer,24,G
Navarro Vineyards,Chardonnay,2020,Anderson Valley,USA,Chardonnay,24,GG
Navarro Vineyards,Premiere Reserve Chardonnay,2020,Anderson Valley,USA,Chardonnay,29,S
Navarro Vineyards,Table Wine Chardonnay,2020,Anderson Valley,USA,Chardonnay,20,S
Navarro Vineyards,Cluster Select Gewurztraminer Late Harvest,2019,Anderson Valley,USA,Other Late Harvest White,39,S
Nevio,Montepulciano,2018,Montepulciano d'Abruzzo DOC,Italy,Other Italian Reds,18,S
New Clairvaux Vineyard,Viognier,2020,Tehama,USA,Viognier,18,G
New Clairvaux Vineyard,Barbera,2019,Tehama,USA,Barbera,22,S
New Clairvaux Vineyard,Reb Table Wine,NV,Tehama,USA,Non-Bordeaux Blend<$25,21,S
New Clairvaux Vineyard,Moschofilero,2020,Tehama,USA,Other White Varietal .7% or below,18,S
New Clairvaux Vineyard,Petite Sirah,2019,Tehama,USA,Petite Sirah,25,S
New Clairvaux Vineyard,Nouveau Tempranillo Nouveau Tempranillo,2021,Tehama,USA,Tempranillo,17,S
Nichelini Winery,Reserve El Tranvia Anton Premium Bordeaux Blend,NV,Napa Valley,USA,Premium Bordeaux Blend >$25,52,GG
Nichelini Winery,Estate Bottled Cabernet Sauvignon,2019,Napa Valley,USA,Cabernet Sauvignon,68,S
Nichelini Winery,Estate Bottled Merlot,2019,Napa Valley,USA,Merlot,42,S
Nichelini Winery,Estate Bottled Petite Sirah,2019,Napa Valley,USA,Petite Sirah,52,S
Nichelini Winery,Estate Bottled| Romann Press Red,NV,Napa Valley,USA,Premium Non- Bordeaux Blends>$25,38,S
Nichelini Winery,Reserve| Estate Bottled Primitivo,2019,Napa Valley,USA,Primitivo,48,S
Noble Ridge Vineyard '&' Winery,The One Brut,2016,Okanagan Falls,Canada,Brut (less than 12 g/l),40,B
Noble Ridge Vineyard '&' Winery,Reserve Premium Bordeaux Blend,2018,Okanagan Falls,Canada,Premium Bordeaux Blend >$25,38,B
Noble Ridge Vineyard '&' Winery,Reserve Cabernet Sauvignon,2018,Okanagan Falls,Canada,Cabernet Sauvignon,50,G
Noble Ridge Vineyard '&' Winery,Reserve Pinot Grigio,2020,Okanagan Falls,Canada,Pinot Gris/ Pinot Grigio,20,S
Noble Ridge Vineyard '&' Winery,Reserve Pinot Noir,2015,Okanagan Falls,Canada,Pinot Noir,32,S
Noble Ridge Vineyard '&' Winery,King's Ransom Premium Bordeaux Blend,2017,Okanagan Falls,Canada,Premium Bordeaux Blend >$25,65,S
Nola Grace Cellars,Sparkling Pinot Grigio,NV,Lodi,USA,Varietal Sparkling,12,B
North American Sake Brewery,Nigori Sake,NV,Big Baby,USA,Saké,13,B
North American Sake Brewery,Junmai Ginjo Sake,NV,Olympus,USA,Saké,16,S
North Cork Vineyard '&' Winery,Reserve Barbera,2016,Lodi,USA,Barbera,50,S
North Cork Vineyard '&' Winery,Reserve Sangiovese,2016,Lodi,USA,Sangiovese,50,S
Oak Crest Vineyard '&' Winery,Genivieve Premium Bordeaux Blend,2018,Lodi,USA,Premium Bordeaux Blend >$25,40,B
Oak Crest Vineyard '&' Winery,Estate Grown Malbec,2020,Lodi,USA,Malbec,35,G
Oak Crest Vineyard '&' Winery,Estate Grown Petit Verdot,2018,Lodi,USA,Petit Verdot,35,S
Oak Crest Vineyard '&' Winery,Estate Grown Primitivo,2019,Lodi,USA,Primitivo,35,S
Oak Crest Vineyard '&' Winery,Sauvignon Blanc,2020,Lodi,USA,Sauvignon Blanc,19,S
Oak Knoll Winery,Pinot Noir,2017,Willamette Valley,USA,Pinot Noir,20,B
Oak Knoll Winery,Reserve Pinot Noir,2018,Willamette Valley,USA,Pinot Noir,40,S
Oak Knoll Winery,Pinot Noir Rosé,2019,Willamette Valley,USA,Varietal Rosé,20,S
Oakwild Ranch,Driscoll| Baciagalupi Chardonnay,2020,Russian River Valley,USA,Chardonnay,28,S
Oakwild Ranch,Toboni Pommard Pinot Noir,2019,Russian River Valley,USA,Pinot Noir,45,S
Oakwild Ranch,Toboni Pinot Noir,2019,Russian River Valley,USA,Pinot Noir,45,S
Oakwild Ranch,Toboni Pinot Noir,2019,Russian River Valley,USA,Pinot Noir,35,S
Obelisco Estates,Estate Cabernet Sauvignon,2017,Red Mountain,USA,Cabernet Sauvignon,60,B
Obelisco Estates,Estate III Nefer Cabernet Sauvignon,2018,Red Mountain,USA,Cabernet Sauvignon,125,S
Obelisco Estates,Estate Malbec,2017,Red Mountain,USA,Malbec,55,S
Obelisco Estates,Estate Merlot,2018,Red Mountain,USA,Merlot,55,S
OG Cellars,Aglianico,2019,Texas High Plains,USA,Other Italian Reds,45,S
OG Cellars,Tempranillo,2019,Texas High Plains,USA,Tempranillo,35,S
Ojos Verdes,Red Blend,2017,D.O. Maule,Chile,Premium Bordeaux Blend >$25,35,S
Okapi,Sauvignon Blanc,2020,Napa Valley,USA,Sauvignon Blanc / Semillon Blends,30,B
Okapi,"Proprietor's Blend ""Alkimmy"" Red Blend",NV,Napa Valley,USA,Premium Non- Bordeaux Blends>$25,48,G
Okapi,Estate Grown Cabernet Sauvignon,2017,Oak Knoll District,USA,Cabernet Sauvignon,117,S
Okapi,Estate Grown Cabernet Sauvignon,2018,Oak Knoll District,USA,Cabernet Sauvignon,121,S
OKO,Organic Malbec,2020,Mendoza,Argentina,Malbec,14,B
OKO,Organic Pinot Noir,2020,Languedoc-Roussillon,France,Pinot Noir,14,G
OKO,Organic Cabernet Sauvignon,2020,Languedoc-Roussillon,France,Cabernet Sauvignon,14,S
OKO,Pinot Grigio,2020,Delle Venezie D.O.C.,Italy,Pinot Gris/ Pinot Grigio,14,S
Old Soul,Estate Grown Cabernet Sauvignon,2019,Lodi,USA,Cabernet Sauvignon,16,B
Old Soul,Estate Grown Pinot Noir,2020,Lodi,USA,Pinot Noir,16,B
Old Soul,Estate Grown Chardonnay,2020,Lodi,USA,Chardonnay,16,S
Once '&' Well,Chardonnay,2020,Margaret River,Australia,Chardonnay,26,B
Once '&' Well,Frankie's Garden Rosé,2021,Margaret River,Australia,Rosé,20,GG
Opaque,57% Zinfandel |18% Cabernet Sauvignon| 13% Syrah| 6% Petit Sirah| 4% Malbec| 2% Petit Verdot,2017,Paso Robles,USA,Premium Non- Bordeaux Blends>$25,30,G
Open Secret,Pinotage,2019,Western Cape,South Africa,Pinotage,22,B
Open Secret,Syrah,2018,Columbia Valley,USA,Syrah / Shiraz,21,S
Oyster Bay Wines,Pinot Noir,2020,Marlborough,New Zealand,Pinot Noir,19,B
Oyster Bay Wines,Sauvignon Blanc,2021,Marlborough,New Zealand,Sauvignon Blanc,15,B
Oyster Bay Wines,Chardonnay,2020,Marlborough,New Zealand,Chardonnay,15,S
Oyster Bay Wines,Merlot,2020,Hawkes Bay,New Zealand,Merlot,15,S
Oyster Bay Wines,Pinot Gris,2021,Hawkes Bay,New Zealand,Pinot Gris/ Pinot Grigio,15,S
Oyster Bay Wines,Rosé,2021,Marlborough,New Zealand,Varietal Rosé,15,S
OZV,Estate Grown Zinfandel,2020,Lodi,USA,Zinfandel,15,B
OZV,Estate Grown Red Blend,2020,Lodi,USA,Non-Bordeaux Blend<$25,15,S
Paddy Borthwick,Pinot Noir,2019,Gladstone| Wairarapa,New Zealand,Pinot Noir,35,B
Paddy Borthwick,Paper Road White Blend,2020,Gladstone| Wairarapa,New Zealand,Other Chardonnay Blend,23,GG
Paddy Borthwick,Sauvignon Blanc,2020,Gladstone|Wairarapa,New Zealand,Sauvignon Blanc,25,S
Pardevalles,Alberin,2020,D.O. Leon,Spain,Spanish / Argentine/ Portugese White Varietals,13,GG
Pardevalles,Prieto Picudo,2020,D.O. Leon,Spain,Spanish / Portugese / Argentine Reds,18,S
Paso Point,Lot 72 Cabernet Sauvignon,2019,Paso Robles,USA,Cabernet Sauvignon,30,G
Pearmund Cellars,Viognier,2019,Virginia,USA,Viognier,34,B
Pearmund Cellars,Reserve Cabernet Franc,2019,Virginia,USA,Cabernet Franc,34,S
Pearmund Cellars,Petit Verdot,2019,Virginia,USA,Petit Verdot,34,S
Pedernales Cellars,Melange GSM Red Blend,2019,Texas,USA,Red Rhône Blend,26,B
Pedernales Cellars,Albariño,2019,Texas,USA,Spanish / Argentine/ Portugese White Varietals,30,B
Pedernales Cellars,Newseaux,2018,Texas High Plains,USA,Premium Bordeaux Blend >$25,50,G
Pedernales Cellars,Reserve Viognier,2019,Texas High Plains,USA,Viognier,40,G
Pedernales Cellars,Mourvèdre,2019,Texas,USA,Mourvèdre,40,S
Pedernales Cellars,Reserve Tempranillo,2018,Texas,USA,Tempranillo,50,S
Pedernales Cellars,Tempranillo,2018,Texas High Plains,USA,Tempranillo,40,S
Pedro Gonzalez Mittelbrunn,El Aprendiz Tinto Prieto Picuto,2018,Castillo Y Leon,Spain,Spanish / Portugese / Argentine Reds,19,S
Pedroncelli Winery,Cabernet Sauvignon,2019,Dry Creek Valley,USA,Cabernet Sauvignon,28,B
Pedroncelli Winery,Cabernet Sauvignon,2019,Dry Creek Valley,USA,Cabernet Sauvignon,22,B
Pedroncelli Winery,Courage Zinfandel,2018,Dry Creek Valley,USA,Zinfandel,36,G
Pedroncelli Winery,Merlot,2019,Dry Creek Valley,USA,Merlot,20,S
Pedroncelli Winery,Sonoma Classico Merlot| Syrah| Sangiovese| and Zinfandel,2019,Dry Creek Valley,USA,Sangiovese Blend,20,S
Pedroncelli Winery,Zinfandel,2019,Dry Creek Valley,USA,Zinfandel,28,S
Penny's Hill,Cracking Black Shiraz,2019,McLaren Vale,Australia,Syrah / Shiraz,20,GG
Pepper Green Estate,Pinot Gris,2021,Southern Highlands,Australia,Pinot Gris/ Pinot Grigio,30,S
Pepper Green Estate,Pinot Noir,2019,Southern Highlands,Australia,Pinot Noir,45,S
Pepper Green Estate,Cabernet Merlot,2019,Southern Highlands,Australia,Premium Bordeaux Blend >$25,35,S
Pepper Green Estate,Tempranillo,2019,Southern Highlands,Australia,Tempranillo,30,S
Perrucci Family Vineyard,Merlot,2019,Santa Cruz Mountains,USA,Merlot,38,GG
Perrucci Family Vineyard,Cabernet Sauvignon,2017,Santa Cruz Mountains,USA,Cabernet Sauvignon,45,S
Perrucci Family Vineyard,Sangiovese,2018,Santa Cruz Mountains,USA,Sangiovese,48,S
Petrichor,Red Blend,2019,Okanagan Valley BC VQA,Canada,Non-Bordeaux Blend<$25,19,B
Petrichor,Sauvignon Blanc,2020,Okanagan Valley BC VQA,Canada,Sauvignon Blanc,18,S
Petticoat,White Zinfandel,2020,California,USA,White Zinfandel,12,B
Picchetti Winery,Chardonnay,2019,Santa Cruz Mountains,USA,Chardonnay,70,B
Picchetti Winery,White Pavone,2020,California,USA,Other Chardonnay Blend,30,B
Picchetti Winery,Brother's Blend Red Blend,2018,California,USA,Premium Non- Bordeaux Blends>$25,43,B
Picchetti Winery,Merlot,2019,Arroyo Seco,USA,Merlot,43,G
Picchetti Winery,Vino di Vicino Premium Bordeaux Blend,2018,California,USA,Premium Bordeaux Blend >$25,47,GG
Picchetti Winery,Cabernet Sauvignon,2018,Estrella District| Paso Robles,USA,Cabernet Sauvignon,43,S
Picchetti Winery,Cabernet Sauvignon,2017,Santa Cruz Mountains,USA,Cabernet Sauvignon,90,S
Picchetti Winery,Malbec,2018,Estrella District| Paso Robles,USA,Malbec,43,S
Picchetti Winery,Pinot Noir,2019,Napa Valley,USA,Pinot Noir,53,S
Picchetti Winery,Graciano,2019,Clements Hills| Lodi,USA,Spanish / Portugese / Argentine Reds,39,S
Picchetti Winery,Tempranillo,2019,Estrella District| Paso Robles,USA,Tempranillo,39,S
Pioneer Peak,Merlot,2018,Sonoma Mountain,USA,Merlot,30,S
Platinum Crush,Reserve Cabernet Sauvignon,2018,Napa,USA,Cabernet Sauvignon,100,G
Platinum Crush,Arya Cabernet Sauvignon,2015,Napa,USA,Cabernet Sauvignon,85,S
Platinum Crush,Relentless Pinot Noir,2018,Sonoma Coast,USA,Pinot Noir,85,S
Ponting Wines,366 Shiraz,2018,McLaren Vale,Australia,Cabernet / Shiraz or Syrah Blends,125,G
Ponting Wines,Close of Play Cabernet Sauvignon,2019,Longhorn Creek,Australia,Cabernet Sauvignon,25,S
Ponting Wines,127 Shiraz,2019,Barossa,Australia,Syrah / Shiraz,38,S
Ponting Wines,The Pinnacle Shiraz,2019,McLaren Vale,Australia,Syrah / Shiraz,25,S
Pontotoc Vineyard,Wanderlust Vino Fortificado,2010,TEXAS HILL COUNTRY,USA,Other Fortified Wine,30,B
Pontotoc Vineyard,San Fernando Academy Red Blend,2019,TEXAS HILL COUNTRY,USA,Premium Non- Bordeaux Blends>$25,30,B
Pontotoc Vineyard,Enchanted Rock Albariño,2020,GILLESPIE COUNTY,USA,Spanish / Argentine/ Portugese White Varietals,30,G
Pontotoc Vineyard,Tempranillo,2019,TEXAS HILL COUNTRY,USA,Tempranillo,30,S
Pontotoc Vineyard,Smoothing Iron Mountain Tempranillo,2019,TEXAS HILL COUNTRY,USA,Tempranillo,30,S
Poplar Grove Winery,Chardonnay,2019,Okanagan Valley,Canada,Chardonnay,26,B
Poplar Grove Winery,Cabernet Franc,2018,Okanagan Valley,Canada,Cabernet Franc,35,G
Poplar Grove Winery,Merlot,2018,Okanagan Valley,Canada,Merlot,26,S
Poplar Grove Winery,The Legacy Premium Bordeaux Blend,2017,Okanagan Valley,Canada,Premium Bordeaux Blend >$25,61,S
Poplar Grove Winery,Red Blend,2017,Okanagan Valley,Canada,Premium Non- Bordeaux Blends>$25,30,S
Poplar Grove Winery,Syrah,2018,Okanagan Valley,Canada,Syrah / Shiraz,35,S
Portfolio,Limited Editiion Premium Bordeaux Blend,2017,Napa Valley,USA,Premium Bordeaux Blend >$25,165,GG
Posted Accord,Cabernet Sauvignon,2020,South Africa,South Africa,Cabernet Sauvignon,23,S
Potter Settlement,Cordova,2018,Ontario,Canada,Hybrid Red Blend,64,B
Potter Settlement,Marquette,2017,Ontario,Canada,Hybrid Red Varietal,40,S
Potter Settlement,Portage,2019,Ontario,Canada,Other Port,75,S
Pragma Cellars,Reserve Pinot Noir,2016,Napa Valley,USA,Pinot Noir,45,B
Pragma Cellars,Reserve Cabernet Sauvignon,2016,Napa Valley,USA,Cabernet Sauvignon,70,S
Prairie Berry Winery,Raspberry '&' Honeywine,NV,South Dakota,USA,Honey Wine,21,S
